ip,devicetype
10.128.96.33,GP_ROUTER
10.131.94.210,GP_UPS
10.128.96.70,GP_ROUTER
10.131.95.102,GP_UPS
10.128.96.69,GP_ROUTER
10.131.95.98,GP_UPS
10.128.96.51,GP_ROUTER
10.131.95.26,GP_UPS
10.128.96.32,GP_ROUTER
10.131.94.206,GP_UPS
10.128.82.9,GP_ROUTER
10.131.84.194,GP_UPS
10.128.96.19,GP_ROUTER
10.128.96.83,GP_ROUTER
10.128.0.75,BLOCK_ROUTER
10.131.101.182,GP_UPS
10.128.82.35,GP_ROUTER
10.131.1.42,BLOCK_UPS
10.131.85.42,GP_UPS
10.131.94.154,GP_UPS
10.128.82.21,GP_ROUTER
10.131.84.242,GP_UPS
10.128.96.29,GP_ROUTER
10.131.94.194,GP_UPS
10.131.95.6,GP_UPS
10.128.82.14,GP_ROUTER
10.131.84.214,GP_UPS
10.128.82.29,GP_ROUTER
10.131.85.18,GP_UPS
10.128.96.65,GP_ROUTER
10.131.95.82,GP_UPS
10.128.96.46,GP_ROUTER
10.128.20.18,GP_ROUTER
10.131.20.18,GP_UPS
10.128.0.61,BLOCK_ROUTER
10.128.0.19,BLOCK_ROUTER
10.131.0.242,BLOCK_UPS
10.131.0.74,BLOCK_UPS
10.128.20.31,GP_ROUTER
10.131.20.70,GP_UPS
10.128.20.54,GP_ROUTER
10.131.20.162,GP_UPS
10.128.20.4,GP_ROUTER
10.131.19.218,GP_UPS
10.128.33.8,GP_ROUTER
10.128.17.10,GP_ROUTER
10.128.20.46,GP_ROUTER
10.131.66.230,GP_UPS
10.131.17.10,GP_UPS
10.131.20.130,GP_UPS
10.128.20.25,GP_ROUTER
10.131.20.46,GP_UPS
10.128.20.30,GP_ROUTER
10.131.20.66,GP_UPS
10.128.33.10,GP_ROUTER
10.128.20.55,GP_ROUTER
10.128.17.11,GP_ROUTER
10.131.20.166,GP_UPS
10.131.66.238,GP_UPS
10.131.17.14,GP_UPS
10.128.20.24,GP_ROUTER
10.131.20.42,GP_UPS
10.128.33.17,GP_ROUTER
10.131.67.10,GP_UPS
10.128.20.28,GP_ROUTER
10.128.20.39,GP_ROUTER
10.131.20.58,GP_UPS
10.131.20.102,GP_UPS
10.128.17.13,GP_ROUTER
10.131.17.22,GP_UPS
10.128.20.43,GP_ROUTER
10.131.20.118,GP_UPS
10.128.20.60,GP_ROUTER
10.131.101.206,GP_UPS
10.128.17.18,GP_ROUTER
10.128.0.12,BLOCK_ROUTER
10.128.20.16,GP_ROUTER
10.131.17.42,GP_UPS
10.131.20.10,GP_UPS
10.128.20.40,GP_ROUTER
10.131.20.106,GP_UPS
10.128.0.16,BLOCK_ROUTER
10.131.0.46,BLOCK_UPS
10.131.0.62,BLOCK_UPS
10.128.20.37,GP_ROUTER
10.131.20.94,GP_UPS
10.128.20.47,GP_ROUTER
10.131.20.134,GP_UPS
10.128.17.19,GP_ROUTER
10.128.29.16,GP_ROUTER
10.131.17.46,GP_UPS
10.131.29.126,GP_UPS
10.128.17.90,GP_ROUTER
10.128.20.61,GP_ROUTER
10.131.99.90,GP_UPS
10.128.20.19,GP_ROUTER
10.131.101.210,GP_UPS
10.131.20.22,GP_UPS
10.128.12.11,GP_ROUTER
10.131.13.106,GP_UPS
10.128.17.20,GP_ROUTER
10.128.17.9,GP_ROUTER
10.131.17.6,GP_UPS
10.131.17.50,GP_UPS
10.128.29.5,GP_ROUTER
10.131.29.82,GP_UPS
10.128.17.21,GP_ROUTER
10.131.17.54,GP_UPS
10.128.12.7,GP_ROUTER
10.128.14.24,GP_ROUTER
10.131.13.90,GP_UPS
10.131.15.30,GP_UPS
10.128.14.3,GP_ROUTER
10.128.17.29,GP_ROUTER
10.131.14.202,GP_UPS
10.128.0.14,BLOCK_ROUTER
10.131.17.86,GP_UPS
10.131.0.54,BLOCK_UPS
10.128.14.37,GP_ROUTER
10.128.12.30,GP_ROUTER
10.131.15.82,GP_UPS
10.131.13.182,GP_UPS
10.128.29.13,GP_ROUTER
10.128.14.6,GP_ROUTER
10.131.14.214,GP_UPS
10.131.29.114,GP_UPS
10.128.14.26,GP_ROUTER
10.131.15.38,GP_UPS
10.128.14.4,GP_ROUTER
10.128.17.31,GP_ROUTER
10.131.17.94,GP_UPS
10.131.14.206,GP_UPS
10.128.29.4,GP_ROUTER
10.131.29.78,GP_UPS
10.128.14.19,GP_ROUTER
10.128.14.36,GP_ROUTER
10.131.15.10,GP_UPS
10.131.15.78,GP_UPS
10.128.12.4,GP_ROUTER
10.131.13.78,GP_UPS
10.128.14.20,GP_ROUTER
10.128.14.38,GP_ROUTER
10.131.15.14,GP_UPS
10.131.15.86,GP_UPS
10.128.29.17,GP_ROUTER
10.131.29.130,GP_UPS
10.128.17.89,GP_ROUTER
10.128.14.2,GP_ROUTER
10.131.99.86,GP_UPS
10.131.14.198,GP_UPS
10.128.14.27,GP_ROUTER
10.128.17.32,GP_ROUTER
10.131.17.98,GP_UPS
10.131.15.42,GP_UPS
10.128.17.88,GP_ROUTER
10.131.99.82,GP_UPS
10.128.29.1,GP_ROUTER
10.128.14.32,GP_ROUTER
10.131.29.66,GP_UPS
10.131.15.62,GP_UPS
10.128.17.85,GP_ROUTER
10.131.18.54,GP_UPS
10.128.14.34,GP_ROUTER
10.131.15.70,GP_UPS
10.128.14.40,GP_ROUTER
10.128.12.37,GP_ROUTER
10.131.15.94,GP_UPS
10.128.29.3,GP_ROUTER
10.131.29.74,GP_UPS
10.131.13.210,GP_UPS
10.128.14.39,GP_ROUTER
10.131.15.90,GP_UPS
10.128.17.34,GP_ROUTER
10.131.17.106,GP_UPS
10.128.12.3,GP_ROUTER
10.128.14.12,GP_ROUTER
10.131.13.74,GP_UPS
10.128.29.8,GP_ROUTER
10.131.14.238,GP_UPS
10.131.29.94,GP_UPS
10.128.14.1,GP_ROUTER
10.131.14.194,GP_UPS
10.128.29.25,GP_ROUTER
10.128.17.35,GP_ROUTER
10.131.29.162,GP_UPS
10.131.17.110,GP_UPS
10.128.14.15,GP_ROUTER
10.131.14.250,GP_UPS
10.128.29.20,GP_ROUTER
10.131.29.142,GP_UPS
10.128.29.24,GP_ROUTER
10.131.29.158,GP_UPS
10.128.29.14,GP_ROUTER
10.131.29.118,GP_UPS
10.128.29.27,GP_ROUTER
10.131.29.170,GP_UPS
10.128.17.36,GP_ROUTER
10.131.17.114,GP_UPS
10.128.29.22,GP_ROUTER
10.131.29.150,GP_UPS
10.128.12.15,GP_ROUTER
10.131.13.122,GP_UPS
10.128.29.10,GP_ROUTER
10.128.17.41,GP_ROUTER
10.131.29.102,GP_UPS
10.131.17.134,GP_UPS
10.128.14.31,GP_ROUTER
10.128.29.23,GP_ROUTER
10.131.15.58,GP_UPS
10.128.12.21,GP_ROUTER
10.128.14.30,GP_ROUTER
10.131.29.154,GP_UPS
10.131.13.146,GP_UPS
10.131.15.54,GP_UPS
10.128.14.17,GP_ROUTER
10.131.15.2,GP_UPS
10.128.14.28,GP_ROUTER
10.128.17.84,GP_ROUTER
10.131.18.50,GP_UPS
10.131.15.46,GP_UPS
10.128.29.6,GP_ROUTER
10.131.29.86,GP_UPS
10.128.12.20,GP_ROUTER
10.131.13.142,GP_UPS
10.128.14.14,GP_ROUTER
10.128.17.73,GP_ROUTER
10.131.14.246,GP_UPS
10.131.18.6,GP_UPS
10.128.14.33,GP_ROUTER
10.131.15.66,GP_UPS
10.128.29.18,GP_ROUTER
10.131.29.134,GP_UPS
10.128.17.83,GP_ROUTER
10.131.18.46,GP_UPS
10.128.17.7,GP_ROUTER
10.131.16.254,GP_UPS
10.128.14.7,GP_ROUTER
10.131.14.218,GP_UPS
10.128.14.41,GP_ROUTER
10.131.98.218,GP_UPS
10.128.14.11,GP_ROUTER
10.131.14.234,GP_UPS
10.128.14.16,GP_ROUTER
10.131.14.254,GP_UPS
10.128.17.65,GP_ROUTER
10.128.14.42,GP_ROUTER
10.131.17.230,GP_UPS
10.131.98.222,GP_UPS
10.128.12.36,GP_ROUTER
10.128.14.13,GP_ROUTER
10.128.14.25,GP_ROUTER
10.131.14.242,GP_UPS
10.131.13.206,GP_UPS
10.131.15.34,GP_UPS
10.128.17.56,GP_ROUTER
10.131.17.194,GP_UPS
10.128.12.28,GP_ROUTER
10.131.13.174,GP_UPS
10.128.12.24,GP_ROUTER
10.131.13.158,GP_UPS
10.128.17.81,GP_ROUTER
10.131.18.38,GP_UPS
10.128.12.35,GP_ROUTER
10.131.13.202,GP_UPS
10.128.17.80,GP_ROUTER
10.131.18.34,GP_UPS
10.128.17.53,GP_ROUTER
10.131.17.182,GP_UPS
10.128.17.78,GP_ROUTER
10.128.17.49,GP_ROUTER
10.131.17.166,GP_UPS
10.131.18.26,GP_UPS
10.128.0.27,BLOCK_ROUTER
10.131.0.106,BLOCK_UPS
10.128.17.46,GP_ROUTER
10.128.17.71,GP_ROUTER
10.131.17.254,GP_UPS
10.131.17.154,GP_UPS
10.128.17.68,GP_ROUTER
10.131.17.242,GP_UPS
10.128.12.1,GP_ROUTER
10.131.13.66,GP_UPS
10.128.17.67,GP_ROUTER
10.131.17.238,GP_UPS
10.128.17.66,GP_ROUTER
10.131.17.234,GP_UPS
10.128.12.12,GP_ROUTER
10.131.13.110,GP_UPS
10.128.17.64,GP_ROUTER
10.131.17.226,GP_UPS
10.128.82.49,GP_ROUTER
10.131.85.98,GP_UPS
10.128.12.13,GP_ROUTER
10.131.13.114,GP_UPS
10.128.17.62,GP_ROUTER
10.131.17.218,GP_UPS
10.128.33.1,GP_ROUTER
10.131.66.202,GP_UPS
10.128.12.10,GP_ROUTER
10.131.13.102,GP_UPS
10.128.17.61,GP_ROUTER
10.131.17.214,GP_UPS
10.131.130.146,ODU
10.131.130.147,RFDevice
10.131.130.148,RFDevice
10.128.12.2,GP_ROUTER
10.128.17.6,GP_ROUTER
10.131.13.70,GP_UPS
10.131.16.250,GP_UPS
10.131.130.150,ODU
10.131.130.151,RFDevice
10.131.130.152,RFDevice
10.128.17.57,GP_ROUTER
10.131.17.198,GP_UPS
10.128.17.91,GP_ROUTER
10.131.99.94,GP_UPS
10.128.17.87,GP_ROUTER
10.131.99.78,GP_UPS
10.128.12.16,GP_ROUTER
10.131.13.126,GP_UPS
10.128.17.55,GP_ROUTER
10.131.17.190,GP_UPS
10.128.17.86,GP_ROUTER
10.131.99.74,GP_UPS
10.128.17.51,GP_ROUTER
10.131.17.174,GP_UPS
10.128.17.27,GP_ROUTER
10.131.17.78,GP_UPS
10.128.17.14,GP_ROUTER
10.131.17.26,GP_UPS
10.128.17.79,GP_ROUTER
10.131.18.30,GP_UPS
10.128.17.28,GP_ROUTER
10.131.17.82,GP_UPS
10.128.17.16,GP_ROUTER
10.128.17.77,GP_ROUTER
10.131.17.34,GP_UPS
10.131.18.22,GP_UPS
10.128.17.50,GP_ROUTER
10.131.17.170,GP_UPS
10.128.17.23,GP_ROUTER
10.128.17.33,GP_ROUTER
10.131.17.62,GP_UPS
10.131.17.102,GP_UPS
10.128.17.76,GP_ROUTER
10.131.18.18,GP_UPS
10.128.17.1,GP_ROUTER
10.128.17.75,GP_ROUTER
10.128.17.38,GP_ROUTER
10.128.17.24,GP_ROUTER
10.131.18.14,GP_UPS
10.131.17.122,GP_UPS
10.131.17.66,GP_UPS
10.128.17.44,GP_ROUTER
10.131.17.146,GP_UPS
10.128.17.25,GP_ROUTER
10.128.17.72,GP_ROUTER
10.131.18.2,GP_UPS
10.131.17.70,GP_UPS
10.128.17.39,GP_ROUTER
10.131.17.126,GP_UPS
10.128.17.43,GP_ROUTER
10.128.17.70,GP_ROUTER
10.131.17.142,GP_UPS
10.131.17.250,GP_UPS
10.128.17.42,GP_ROUTER
10.131.17.138,GP_UPS
10.128.17.5,GP_ROUTER
10.128.17.45,GP_ROUTER
10.131.16.246,GP_UPS
10.131.17.150,GP_UPS
10.128.17.69,GP_ROUTER
10.131.17.246,GP_UPS
10.128.17.48,GP_ROUTER
10.131.17.162,GP_UPS
10.128.17.52,GP_ROUTER
10.131.17.178,GP_UPS
10.128.17.63,GP_ROUTER
10.131.17.222,GP_UPS
10.128.17.40,GP_ROUTER
10.131.17.130,GP_UPS
10.128.17.58,GP_ROUTER
10.128.17.54,GP_ROUTER
10.131.17.202,GP_UPS
10.131.17.186,GP_UPS
10.128.17.60,GP_ROUTER
10.131.17.210,GP_UPS
10.128.17.59,GP_ROUTER
10.128.17.4,GP_ROUTER
10.131.17.206,GP_UPS
10.131.16.242,GP_UPS
10.131.16.230,GP_UPS
10.128.17.37,GP_ROUTER
10.131.17.118,GP_UPS
10.128.17.3,GP_ROUTER
10.131.16.238,GP_UPS
10.128.17.26,GP_ROUTER
10.131.17.74,GP_UPS
10.128.17.22,GP_ROUTER
10.131.17.58,GP_UPS
10.128.17.2,GP_ROUTER
10.131.16.234,GP_UPS
10.128.17.17,GP_ROUTER
10.131.17.38,GP_UPS
10.128.17.12,GP_ROUTER
10.131.17.18,GP_UPS
10.131.131.210,RF
10.131.131.211,RF
10.131.131.212,RF
10.128.8.48,GP_ROUTER
10.131.10.22,GP_UPS
10.128.0.8,BLOCK_ROUTER
10.128.8.104,GP_ROUTER
10.128.8.47,GP_ROUTER
10.131.102.130,GP_UPS
10.131.10.18,GP_UPS
10.128.8.103,GP_ROUTER
10.128.8.43,GP_ROUTER
10.131.102.126,GP_UPS
10.131.10.2,GP_UPS
10.128.8.89,GP_ROUTER
10.131.102.70,GP_UPS
10.128.8.41,GP_ROUTER
10.131.9.250,GP_UPS
10.128.8.102,GP_ROUTER
10.131.0.30,BLOCK_UPS
10.131.102.122,GP_UPS
10.128.8.60,GP_ROUTER
10.128.8.97,GP_ROUTER
10.128.8.39,GP_ROUTER
10.131.102.102,GP_UPS
10.131.9.242,GP_UPS
10.131.10.70,GP_UPS
10.128.8.87,GP_ROUTER
10.128.8.35,GP_ROUTER
10.128.8.101,GP_ROUTER
10.128.8.95,GP_ROUTER
10.131.102.62,GP_UPS
10.131.102.118,GP_UPS
10.131.102.94,GP_UPS
10.131.9.226,GP_UPS
10.128.8.93,GP_ROUTER
10.128.8.10,GP_ROUTER
10.131.9.126,GP_UPS
10.131.102.86,GP_UPS
10.128.8.33,GP_ROUTER
10.131.9.218,GP_UPS
10.128.8.31,GP_ROUTER
10.128.8.82,GP_ROUTER
10.131.9.210,GP_UPS
10.128.8.57,GP_ROUTER
10.128.8.99,GP_ROUTER
10.131.97.26,GP_UPS
10.131.102.110,GP_UPS
10.131.10.58,GP_UPS
10.128.8.92,GP_ROUTER
10.128.8.29,GP_ROUTER
10.131.102.82,GP_UPS
10.131.9.202,GP_UPS
10.128.8.98,GP_ROUTER
10.131.102.106,GP_UPS
10.128.8.91,GP_ROUTER
10.128.8.28,GP_ROUTER
10.131.102.78,GP_UPS
10.131.9.198,GP_UPS
10.128.8.81,GP_ROUTER
10.128.8.84,GP_ROUTER
10.131.97.22,GP_UPS
10.131.102.50,GP_UPS
10.128.8.27,GP_ROUTER
10.131.9.194,GP_UPS
10.128.8.9,GP_ROUTER
10.128.8.56,GP_ROUTER
10.131.9.122,GP_UPS
10.131.10.54,GP_UPS
10.128.8.26,GP_ROUTER
10.128.8.83,GP_ROUTER
10.131.9.190,GP_UPS
10.131.97.34,GP_UPS
10.128.8.8,GP_ROUTER
10.131.9.118,GP_UPS
10.128.8.22,GP_ROUTER
10.131.9.174,GP_UPS
10.128.8.80,GP_ROUTER
10.128.8.88,GP_ROUTER
10.131.97.14,GP_UPS
10.131.102.66,GP_UPS
10.128.8.19,GP_ROUTER
10.131.9.162,GP_UPS
10.128.8.76,GP_ROUTER
10.131.97.2,GP_UPS
10.128.8.16,GP_ROUTER
10.131.9.150,GP_UPS
10.128.8.86,GP_ROUTER
10.128.8.53,GP_ROUTER
10.131.102.58,GP_UPS
10.131.10.42,GP_UPS
10.128.8.79,GP_ROUTER
10.131.97.10,GP_UPS
10.128.8.12,GP_ROUTER
10.131.9.134,GP_UPS
10.128.8.74,GP_ROUTER
10.128.8.85,GP_ROUTER
10.131.102.54,GP_UPS
10.131.10.126,GP_UPS
10.128.8.100,GP_ROUTER
10.131.102.114,GP_UPS
10.128.8.54,GP_ROUTER
10.128.8.50,GP_ROUTER
10.131.10.46,GP_UPS
10.131.10.30,GP_UPS
10.128.8.72,GP_ROUTER
10.131.10.118,GP_UPS
10.128.8.5,GP_ROUTER
10.131.9.106,GP_UPS
10.128.8.52,GP_ROUTER
10.131.10.38,GP_UPS
10.128.8.71,GP_ROUTER
10.131.10.114,GP_UPS
10.128.8.77,GP_ROUTER
10.131.97.30,GP_UPS
10.128.8.46,GP_ROUTER
10.128.8.49,GP_ROUTER
10.131.10.14,GP_UPS
10.131.10.26,GP_UPS
10.128.8.75,GP_ROUTER
10.131.97.18,GP_UPS
10.128.8.70,GP_ROUTER
10.131.10.110,GP_UPS
10.128.8.45,GP_ROUTER
10.128.8.42,GP_ROUTER
10.131.10.10,GP_UPS
10.131.9.254,GP_UPS
10.128.8.7,GP_ROUTER
10.131.9.114,GP_UPS
10.128.8.68,GP_ROUTER
10.128.8.69,GP_ROUTER
10.131.10.102,GP_UPS
10.131.10.106,GP_UPS
10.128.8.40,GP_ROUTER
10.131.9.246,GP_UPS
10.128.8.67,GP_ROUTER
10.128.8.66,GP_ROUTER
10.131.10.94,GP_UPS
10.131.10.98,GP_UPS
10.128.8.44,GP_ROUTER
10.131.10.6,GP_UPS
10.128.8.64,GP_ROUTER
10.131.10.86,GP_UPS
10.128.8.4,GP_ROUTER
10.131.9.102,GP_UPS
10.128.8.65,GP_ROUTER
10.131.10.90,GP_UPS
10.128.8.1,GP_ROUTER
10.131.9.90,GP_UPS
10.128.8.3,GP_ROUTER
10.131.9.98,GP_UPS
10.128.8.21,GP_ROUTER
10.128.8.78,GP_ROUTER
10.131.9.170,GP_UPS
10.131.97.6,GP_UPS
10.128.8.63,GP_ROUTER
10.131.10.82,GP_UPS
10.128.8.62,GP_ROUTER
10.131.10.78,GP_UPS
10.128.8.6,GP_ROUTER
10.131.9.110,GP_UPS
10.128.8.61,GP_ROUTER
10.131.10.74,GP_UPS
10.128.8.38,GP_ROUTER
10.131.9.238,GP_UPS
10.128.8.58,GP_ROUTER
10.131.10.62,GP_UPS
10.128.8.59,GP_ROUTER
10.131.10.66,GP_UPS
10.128.8.36,GP_ROUTER
10.131.9.230,GP_UPS
10.128.8.14,GP_ROUTER
10.131.9.142,GP_UPS
10.128.8.51,GP_ROUTER
10.131.10.34,GP_UPS
10.128.8.34,GP_ROUTER
10.131.9.222,GP_UPS
10.128.8.13,GP_ROUTER
10.131.9.138,GP_UPS
10.128.8.15,GP_ROUTER
10.131.9.146,GP_UPS
10.128.8.11,GP_ROUTER
10.131.9.130,GP_UPS
10.128.8.32,GP_ROUTER
10.131.9.214,GP_UPS
10.128.8.105,GP_ROUTER
10.131.102.134,GP_UPS
10.128.8.30,GP_ROUTER
10.131.9.206,GP_UPS
10.128.8.96,GP_ROUTER
10.131.102.98,GP_UPS
10.128.8.94,GP_ROUTER
10.131.102.90,GP_UPS
10.128.8.25,GP_ROUTER
10.131.9.186,GP_UPS
10.128.8.90,GP_ROUTER
10.131.102.74,GP_UPS
10.128.8.24,GP_ROUTER
10.131.129.210,RFDevice
10.131.9.182,GP_UPS
10.131.129.211,RFDevice
10.128.8.106,GP_ROUTER
10.131.129.212,RFDevice
10.131.102.138,GP_UPS
10.128.8.18,GP_ROUTER
10.131.9.158,GP_UPS
10.131.129.214,RFDevice
10.128.8.20,GP_ROUTER
10.131.9.166,GP_UPS
10.131.129.215,RFDevice
10.131.129.216,RFDevice
10.128.0.201,Amplifier
10.128.17.82,GP_ROUTER
10.131.18.42,GP_UPS
